shipment_id,order_id,ship_date,ship_mode,shipping_cost
1879,1879,2025-10-03,Same Day,22.19
1880,1880,2026-01-29,Standard,20.96
1881,1881,2024-08-14,Standard,35.48
1882,1882,2025-01-08,First Class,26.82
1883,1883,2024-08-01,Standard,10.04
1884,1884,2024-06-13,Same Day,46.96
1885,1885,2024-09-13,Same Day,22.72
1886,1886,2025-11-02,Second Class,26.63
1887,1887,2025-03-06,Second Class,11.48
1888,1888,2024-06-20,Same Day,17.65
1889,1889,2025-07-20,Standard,33.31
1890,1890,2024-12-21,Second Class,25.23
1891,1891,2026-01-30,Standard,38.89
1892,1892,2026-04-13,First Class,35.69
1893,1893,2024-12-11,Standard,46.29
1894,1894,2025-09-08,Standard,42.21
1895,1895,2025-05-26,Same Day,7.42
1896,1896,2025-04-11,Standard,44.73
1897,1897,2025-12-11,Same Day,24.83
1898,1898,2025-12-09,Standard,30.53
1899,1899,2026-05-08,Standard,42.62
1900,1900,2026-02-23,Second Class,14.11
1901,1901,2024-07-29,Same Day,25.05
1902,1902,2025-04-04,Second Class,39.96
1903,1903,2024-09-02,Standard,19.86
1904,1904,2024-08-08,Standard,26.4
1905,1905,2026-04-28,Second Class,25.56
1906,1906,2025-03-09,Standard,43.47
1907,1907,2025-11-04,Standard,30.49
1908,1908,2024-12-29,Second Class,44.6
1909,1909,2025-09-20,Second Class,46.06
1910,1910,2026-03-12,Same Day,19.26
1911,1911,2025-03-13,Standard,49.23
1912,1912,2025-01-09,Standard,24.01
1913,1913,2025-07-01,Second Class,27.72
1914,1914,2025-12-31,Same Day,40.75
1915,1915,2026-05-22,Same Day,6.83
1916,1916,2026-01-07,Second Class,28.47
1917,1917,2025-07-07,First Class,43.5
1918,1918,2024-09-15,Standard,40.85
1919,1919,2025-04-12,Same Day,44.18
1920,1920,2024-12-19,Second Class,33.5
1921,1921,2024-12-20,Same Day,17.95
1922,1922,2025-08-23,First Class,12.47
1923,1923,2026-02-04,Same Day,27.74
1924,1924,2026-01-27,Same Day,26.91
1925,1925,2026-03-18,First Class,31.43
1926,1926,2025-03-09,Second Class,8.37
1927,1927,2026-02-24,Second Class,14.48
1928,1928,2024-09-11,Second Class,43.45
1929,1929,2024-12-30,Standard,25.03
1930,1930,2025-08-27,Second Class,13.43
1931,1931,2024-09-11,Standard,9.61
1932,1932,2026-03-03,Second Class,38.73
1933,1933,2026-04-29,Same Day,23.42
1934,1934,2026-02-24,Second Class,31.26
1935,1935,2026-01-06,Same Day,25.78
1936,1936,2024-09-29,Second Class,29.8
1937,1937,2025-06-12,Same Day,25.78
1938,1938,2025-03-05,Same Day,48.34
1939,1939,2025-02-07,First Class,31.04
1940,1940,2025-01-19,Second Class,23.01
1941,1941,2024-10-30,Second Class,35.74
1942,1942,2025-06-14,Standard,49.76
1943,1943,2025-06-28,Same Day,32.79
1944,1944,2025-04-02,First Class,33.8
1945,1945,2024-11-18,Same Day,45.32
1946,1946,2025-09-28,First Class,21.66
1947,1947,2024-08-26,Standard,35.93
1948,1948,2025-01-24,Standard,6.01
1949,1949,2025-08-03,First Class,42.36
1950,1950,2024-11-05,Second Class,49.43
1951,1951,2026-02-17,Standard,38.01
1952,1952,2025-12-10,Standard,30.7
1953,1953,2025-07-21,Second Class,35.08
1954,1954,2025-01-26,Same Day,16.3
1955,1955,2026-02-26,Same Day,42.46
1956,1956,2025-09-20,First Class,6.31
1957,1957,2026-05-16,First Class,32.52
1958,1958,2026-01-25,First Class,18.31
1959,1959,2025-05-25,Same Day,22.32
1960,1960,2025-11-06,Same Day,12.24
1961,1961,2025-10-08,Standard,10.87
1962,1962,2025-10-11,Same Day,13.5
1963,1963,2024-06-05,Same Day,42.28
1964,1964,2025-04-30,First Class,9.26
1965,1965,2026-05-27,Standard,47.98
1966,1966,2026-01-29,Second Class,25.81
1967,1967,2025-10-06,First Class,21.15
1968,1968,2026-04-29,First Class,36.93
1969,1969,2026-04-04,Same Day,36.24
1970,1970,2024-12-09,First Class,34.28
1971,1971,2026-03-15,First Class,8.55
1972,1972,2025-09-04,First Class,20.19
1973,1973,2026-03-28,First Class,24.53
1974,1974,2026-04-02,First Class,31.77
1975,1975,2025-10-21,Same Day,25.91
1976,1976,2025-04-12,First Class,35.06
1977,1977,2026-04-21,Standard,23.6
1978,1978,2026-01-23,Second Class,46.03
1979,1979,2025-05-10,Standard,42.31
1980,1980,2024-06-04,Standard,15.05
1981,1981,2025-03-09,Standard,27.59
1982,1982,2026-01-15,Standard,47.6
1983,1983,2024-06-11,Second Class,35.94
1984,1984,2026-05-07,First Class,34.1
1985,1985,2025-10-25,Second Class,26.85
1986,1986,2025-06-26,Standard,48.19
1987,1987,2025-04-19,Second Class,21.52
1988,1988,2025-09-08,Same Day,49.34
1989,1989,2024-07-02,Second Class,23.48
1990,1990,2026-04-08,First Class,41.31
1991,1991,2025-01-02,Second Class,35.54
1992,1992,2024-06-01,Second Class,6.63
1993,1993,2024-12-15,Standard,10.81
1994,1994,2026-05-16,First Class,39.04
1995,1995,2026-05-04,Second Class,48.99
1996,1996,2025-08-13,First Class,18.54
1997,1997,2025-12-07,Same Day,12.11
1998,1998,2026-01-28,First Class,40.75
1999,1999,2026-04-01,Same Day,49.12
2000,2000,2024-07-23,Standard,28.77
2001,2001,2025-10-15,First Class,46.43
2002,2002,2025-06-11,First Class,23.18
2003,2003,2026-03-05,First Class,46.59
2004,2004,2024-07-20,Same Day,13.04
2005,2005,2025-09-04,Standard,39.21
2006,2006,2026-02-18,Same Day,6.37
2007,2007,2026-01-07,Second Class,16.5
2008,2008,2025-06-07,Second Class,35.29
2009,2009,2026-04-25,Same Day,25.35
2010,2010,2026-01-06,Standard,29.14
2011,2011,2025-11-04,Second Class,45.24
2012,2012,2024-09-20,First Class,41.06
2013,2013,2025-03-07,First Class,16.18
2014,2014,2025-05-25,Same Day,36.02
2015,2015,2025-02-10,First Class,24.15
2016,2016,2025-10-27,Same Day,38.07
2017,2017,2024-09-26,Second Class,40.4
2018,2018,2025-09-17,Standard,33.97
2019,2019,2026-02-20,Standard,6.65
2020,2020,2025-05-30,Same Day,33.38
2021,2021,2024-09-18,Standard,38.89
2022,2022,2025-07-24,First Class,14.13
2023,2023,2024-06-13,First Class,38.62
2024,2024,2025-04-14,Standard,46.96
2025,2025,2025-01-07,Same Day,15.12
2026,2026,2024-09-18,Second Class,33.21
2027,2027,2025-07-31,Same Day,28.63
2028,2028,2026-02-03,Same Day,32.28
2029,2029,2025-06-23,Same Day,47.2
2030,2030,2026-01-13,Second Class,49.84
2031,2031,2026-05-06,Same Day,38.27
2032,2032,2025-09-01,Same Day,15.68
2033,2033,2025-09-06,Standard,12.01
2034,2034,2025-01-06,Standard,47.69
2035,2035,2025-02-02,Same Day,15.13
2036,2036,2024-10-21,Same Day,11.57
2037,2037,2025-08-05,Same Day,9.51
2038,2038,2024-07-07,Same Day,35.45
2039,2039,2026-02-15,Second Class,23.4
2040,2040,2026-02-22,Standard,15.96
2041,2041,2025-02-13,Second Class,25.15
2042,2042,2025-05-04,Same Day,37.45
2043,2043,2025-09-12,First Class,7.16
2044,2044,2025-09-20,Same Day,35.53
2045,2045,2024-08-18,First Class,16.42
2046,2046,2024-10-10,Standard,33.86
2047,2047,2024-09-14,Second Class,28.17
2048,2048,2025-04-16,First Class,41.53
2049,2049,2024-12-25,Standard,11.76
2050,2050,2025-05-04,Standard,17.07
2051,2051,2025-12-09,First Class,7.35
2052,2052,2024-10-26,Second Class,12.95
2053,2053,2025-12-08,Second Class,19.45
2054,2054,2025-05-26,Standard,16.77
2055,2055,2025-06-18,Standard,32.42
2056,2056,2024-12-27,Second Class,19.31
2057,2057,2026-04-13,Second Class,49.55
2058,2058,2025-04-19,Same Day,8.23
2059,2059,2025-08-19,First Class,28.72
2060,2060,2024-07-23,Standard,31.88
2061,2061,2025-01-05,Second Class,37.77
2062,2062,2025-04-28,Second Class,40.58
2063,2063,2024-09-18,First Class,34.58
2064,2064,2025-12-22,Standard,17.97
2065,2065,2024-10-03,Same Day,23.26
2066,2066,2026-05-08,Same Day,8.55
2067,2067,2024-08-06,Same Day,7.35
2068,2068,2025-10-17,Standard,22.57
2069,2069,2024-06-23,First Class,39.97
2070,2070,2026-03-21,Same Day,5.36
2071,2071,2026-01-12,First Class,25.6
2072,2072,2024-07-23,Standard,17.65
2073,2073,2026-03-17,Standard,34.96
2074,2074,2024-11-07,Second Class,31.43
2075,2075,2024-06-20,Standard,44.29
2076,2076,2025-02-04,Second Class,32.5
2077,2077,2026-05-03,Same Day,46.17
2078,2078,2024-12-08,First Class,21.55
2079,2079,2026-02-28,Second Class,48.46
2080,2080,2025-02-24,Second Class,16.06
2081,2081,2025-06-12,First Class,31.37
2082,2082,2026-05-15,First Class,42.01
2083,2083,2025-02-24,First Class,21.36
2084,2084,2024-09-04,First Class,28.12
2085,2085,2025-07-01,Same Day,20.49
2086,2086,2025-02-05,Second Class,10.3
2087,2087,2025-10-24,First Class,11.96
2088,2088,2025-12-17,Same Day,13.64
2089,2089,2025-04-02,First Class,28.43
2090,2090,2025-11-27,Same Day,45.68
2091,2091,2025-06-02,Standard,7.75
2092,2092,2026-04-29,Second Class,7.83
2093,2093,2025-10-11,Standard,43.43
2094,2094,2026-03-27,Second Class,19.81
2095,2095,2025-01-28,Standard,41.87
2096,2096,2026-01-24,First Class,32.42
2097,2097,2025-12-04,Same Day,27.03
2098,2098,2025-02-10,First Class,28.8
2099,2099,2024-12-13,First Class,38.38
2100,2100,2024-10-05,Standard,43.67
2101,2101,2025-01-28,Standard,25.74
2102,2102,2025-08-27,Standard,8.58
2103,2103,2025-04-28,Standard,11.6
2104,2104,2025-12-08,Same Day,40.57
2105,2105,2025-09-19,Standard,35.04
2106,2106,2025-09-29,First Class,19.67
2107,2107,2024-12-19,First Class,33.13
2108,2108,2026-03-28,First Class,41.65
2109,2109,2026-05-12,Second Class,47.8
2110,2110,2025-08-22,Standard,20.64
2111,2111,2025-12-28,Standard,27.59
2112,2112,2025-12-01,Same Day,31.62
2113,2113,2025-09-23,Second Class,20.41
2114,2114,2025-08-18,Standard,44.73
2115,2115,2024-08-29,Second Class,27.62
2116,2116,2025-09-24,Standard,27.26
2117,2117,2024-07-21,Second Class,14.15
2118,2118,2025-08-06,Standard,35.57
2119,2119,2024-10-31,Standard,23.28
2120,2120,2025-06-05,Same Day,39.96
2121,2121,2024-11-04,Standard,16.07
2122,2122,2024-07-05,Standard,6.02
2123,2123,2024-11-07,Standard,46.79
2124,2124,2024-10-21,First Class,23.27
2125,2125,2024-11-26,Same Day,42.39
2126,2126,2025-09-04,First Class,30.6
2127,2127,2025-01-22,Second Class,17.23
2128,2128,2025-04-22,Standard,13.54
2129,2129,2025-07-20,Second Class,10.22
2130,2130,2024-11-07,Second Class,29.36
2131,2131,2024-10-23,Same Day,21.22
2132,2132,2025-09-22,First Class,20.36
2133,2133,2024-11-19,First Class,18.94
2134,2134,2025-05-20,First Class,18.75
2135,2135,2026-05-05,Same Day,23.77
2136,2136,2025-06-17,First Class,35.41
2137,2137,2026-04-26,Same Day,22.37
2138,2138,2025-03-19,Second Class,27.12
2139,2139,2025-08-31,Same Day,34.32
2140,2140,2024-06-21,Second Class,15.52
2141,2141,2025-03-08,Second Class,20.47
2142,2142,2026-04-18,Same Day,25.15
2143,2143,2025-12-04,Second Class,6.23
2144,2144,2024-12-24,Second Class,29.9
2145,2145,2024-12-24,Standard,38.08
2146,2146,2025-09-04,Standard,45.24
2147,2147,2025-03-29,Standard,19.34
2148,2148,2025-03-14,Standard,22.53
2149,2149,2025-08-30,Same Day,30.97
2150,2150,2025-03-25,First Class,19.29
2151,2151,2026-05-09,Second Class,44.16
2152,2152,2025-10-20,Same Day,24.61
2153,2153,2025-11-22,Second Class,13.61
2154,2154,2025-04-13,Standard,41.26
2155,2155,2025-05-26,Same Day,44.64
2156,2156,2025-06-15,Same Day,42.97
2157,2157,2025-10-18,Second Class,31.76
2158,2158,2025-02-20,Second Class,16.94
2159,2159,2024-10-11,Standard,11.43
2160,2160,2024-12-06,Same Day,11.78
2161,2161,2025-04-13,Second Class,26.26
2162,2162,2026-05-17,Second Class,30.08
2163,2163,2025-09-25,First Class,21.66
2164,2164,2026-01-09,First Class,16.3
2165,2165,2025-05-24,First Class,31.65
2166,2166,2025-10-14,First Class,40.81
2167,2167,2025-11-10,Second Class,39.68
2168,2168,2025-07-26,Standard,31.38
2169,2169,2024-07-22,Same Day,11.2
2170,2170,2025-11-17,Same Day,19.14
2171,2171,2026-01-30,Standard,46.57
2172,2172,2026-01-16,Standard,33.29
2173,2173,2024-07-19,Standard,18.91
2174,2174,2024-08-03,Same Day,27.87
2175,2175,2024-11-30,First Class,40.96
2176,2176,2026-05-26,Same Day,27.61
2177,2177,2025-07-31,Standard,40.95
2178,2178,2025-07-31,First Class,46.9
2179,2179,2025-11-27,Standard,12.04
2180,2180,2026-02-22,First Class,10.09
2181,2181,2025-10-08,Standard,28.42
2182,2182,2025-07-31,Second Class,30.9
2183,2183,2025-03-23,First Class,41.43
2184,2184,2026-02-05,First Class,9.49
2185,2185,2024-08-28,Same Day,49.88
2186,2186,2025-10-23,Standard,21.68
2187,2187,2025-02-17,Second Class,21.0
2188,2188,2025-12-06,Standard,42.06
2189,2189,2025-11-14,Second Class,14.53
2190,2190,2026-04-12,Same Day,6.27
2191,2191,2024-11-28,First Class,41.8
2192,2192,2026-03-21,Standard,26.77
2193,2193,2026-05-03,Standard,6.53
2194,2194,2025-08-17,Standard,31.41
2195,2195,2024-12-06,Standard,14.47
2196,2196,2024-11-03,Standard,19.58
2197,2197,2025-12-13,Same Day,43.49
2198,2198,2025-07-11,Second Class,5.85
2199,2199,2026-04-25,Second Class,37.43
2200,2200,2025-01-25,First Class,33.39
2201,2201,2026-03-30,Standard,37.23
2202,2202,2024-07-13,Same Day,15.72
2203,2203,2025-04-18,Standard,15.9
2204,2204,2025-12-08,Second Class,32.4
2205,2205,2024-09-21,First Class,35.92
2206,2206,2025-10-06,Second Class,43.57
2207,2207,2024-07-29,Standard,12.11
2208,2208,2024-12-21,Standard,38.04
2209,2209,2025-04-22,Second Class,28.88
2210,2210,2026-02-03,Same Day,17.32
2211,2211,2024-12-19,Same Day,27.81
2212,2212,2024-08-17,Second Class,42.26
2213,2213,2026-01-05,First Class,9.98
2214,2214,2024-08-07,Second Class,17.08
2215,2215,2024-12-21,Same Day,9.7
2216,2216,2024-07-25,First Class,13.79
2217,2217,2024-07-12,First Class,12.64
2218,2218,2025-02-19,Standard,38.69
2219,2219,2025-04-18,Same Day,27.05
2220,2220,2026-03-28,Second Class,41.66
2221,2221,2024-08-30,Standard,24.26
2222,2222,2026-04-01,Second Class,22.58
2223,2223,2025-03-02,Second Class,45.74
2224,2224,2025-08-27,Standard,14.55
2225,2225,2026-04-09,Second Class,33.41
2226,2226,2026-01-30,Same Day,44.59
2227,2227,2026-05-01,Same Day,47.36
2228,2228,2025-08-19,Standard,36.01
2229,2229,2024-05-29,First Class,45.03
2230,2230,2024-11-24,Second Class,17.92
2231,2231,2026-05-29,First Class,49.42
2232,2232,2024-11-22,Standard,30.09
2233,2233,2025-11-01,Second Class,9.37
2234,2234,2024-09-18,Same Day,39.38
2235,2235,2025-01-05,First Class,16.02
2236,2236,2025-03-05,Second Class,33.75
2237,2237,2025-03-05,Second Class,35.81
2238,2238,2024-10-29,Standard,26.33
2239,2239,2025-01-20,Standard,20.1
2240,2240,2026-02-27,Same Day,47.15
2241,2241,2024-11-07,Second Class,12.02
2242,2242,2025-03-01,First Class,48.22
2243,2243,2025-06-16,Standard,25.04
2244,2244,2026-03-14,First Class,44.6
2245,2245,2025-01-13,First Class,26.97
2246,2246,2026-03-09,Same Day,31.8
2247,2247,2026-03-16,Standard,45.4
2248,2248,2024-07-15,First Class,45.7
2249,2249,2025-10-06,Standard,14.5
2250,2250,2026-04-27,Same Day,31.37
2251,2251,2025-05-03,First Class,17.11
2252,2252,2024-07-16,Standard,17.31
2253,2253,2025-03-08,Standard,6.56
2254,2254,2025-09-28,Second Class,30.8
2255,2255,2025-12-07,First Class,18.33
2256,2256,2025-04-02,Same Day,10.86
2257,2257,2025-05-16,Second Class,20.76
2258,2258,2025-03-04,First Class,19.3
2259,2259,2025-07-08,First Class,49.26
2260,2260,2025-04-15,First Class,12.7
2261,2261,2025-04-30,Second Class,41.71
2262,2262,2025-04-15,Second Class,34.56
2263,2263,2026-05-03,First Class,29.16
2264,2264,2025-04-15,Standard,37.46
2265,2265,2025-02-21,Standard,7.09
2266,2266,2025-04-25,Same Day,31.45
2267,2267,2025-06-15,Standard,19.13
2268,2268,2026-03-26,First Class,20.31
2269,2269,2025-06-27,Same Day,39.33
2270,2270,2025-09-27,First Class,49.48
2271,2271,2025-12-10,Second Class,22.23
2272,2272,2025-01-18,Standard,42.89
2273,2273,2024-07-30,First Class,16.73
2274,2274,2025-01-04,First Class,45.71
2275,2275,2026-02-17,Standard,27.1
2276,2276,2025-11-25,Second Class,37.22
2277,2277,2025-09-24,Second Class,16.61
2278,2278,2025-04-06,Same Day,48.36
2279,2279,2025-09-25,Standard,17.78
2280,2280,2025-09-13,Second Class,39.25
2281,2281,2026-04-01,First Class,34.39
2282,2282,2025-02-18,First Class,29.98
2283,2283,2026-04-12,Same Day,27.13
2284,2284,2024-11-27,Same Day,9.92
2285,2285,2026-01-03,First Class,36.29
2286,2286,2025-01-15,First Class,37.7
2287,2287,2024-12-15,Standard,28.9
2288,2288,2025-02-04,First Class,41.6
2289,2289,2024-10-26,Standard,12.87
2290,2290,2026-03-28,First Class,26.64
2291,2291,2024-11-02,Second Class,15.81
2292,2292,2025-06-18,Standard,10.78
2293,2293,2025-06-21,Standard,25.43
2294,2294,2024-12-16,Second Class,41.27
2295,2295,2024-12-07,Second Class,38.96
2296,2296,2025-03-13,First Class,11.32
2297,2297,2025-11-02,First Class,32.24
2298,2298,2025-01-13,Same Day,11.97
2299,2299,2025-04-17,Standard,33.78
2300,2300,2025-09-24,Standard,17.96
2301,2301,2026-03-27,Second Class,13.48
2302,2302,2025-04-25,First Class,31.67
2303,2303,2025-08-29,Second Class,6.31
2304,2304,2024-06-19,Second Class,40.14
2305,2305,2025-11-04,First Class,43.71
2306,2306,2025-09-30,Same Day,16.31
2307,2307,2024-12-23,Second Class,48.67
2308,2308,2026-02-10,Standard,27.58
2309,2309,2024-09-10,Same Day,42.32
2310,2310,2025-05-01,Second Class,29.43
2311,2311,2025-07-19,Same Day,44.08
2312,2312,2025-06-04,Same Day,6.54
2313,2313,2025-04-30,Standard,29.46
2314,2314,2024-11-11,First Class,32.24
2315,2315,2024-08-27,Second Class,24.7
2316,2316,2025-01-20,Standard,35.21
2317,2317,2025-07-27,First Class,30.53
2318,2318,2025-01-22,Second Class,23.23
2319,2319,2025-06-14,Standard,5.94
2320,2320,2024-09-28,First Class,17.94
2321,2321,2025-12-15,Same Day,41.51
2322,2322,2026-03-30,Same Day,19.2
2323,2323,2025-01-19,First Class,21.34
2324,2324,2026-05-21,Standard,32.01
2325,2325,2024-06-10,Second Class,37.86
2326,2326,2026-02-11,Same Day,30.77
2327,2327,2026-01-24,Second Class,14.43
2328,2328,2025-11-13,Standard,24.23
2329,2329,2025-11-13,Second Class,29.81
2330,2330,2025-05-11,First Class,28.15
2331,2331,2025-10-15,First Class,40.95
2332,2332,2025-10-13,Second Class,13.25
2333,2333,2026-05-09,First Class,20.24
2334,2334,2025-06-11,Second Class,22.84
2335,2335,2026-04-30,First Class,7.27
2336,2336,2025-10-31,Second Class,18.72
2337,2337,2026-03-28,First Class,37.16
2338,2338,2024-12-12,Second Class,19.71
2339,2339,2025-10-18,Same Day,31.95
2340,2340,2025-11-21,Standard,42.25
2341,2341,2025-05-05,Same Day,49.36
2342,2342,2024-07-04,Standard,46.28
2343,2343,2024-07-15,Standard,9.0
2344,2344,2025-01-14,Same Day,37.1
2345,2345,2025-06-22,First Class,48.85
2346,2346,2026-02-25,Second Class,17.76
2347,2347,2025-12-18,First Class,49.66
2348,2348,2025-03-13,Standard,10.58
2349,2349,2025-08-04,Standard,48.92
2350,2350,2025-01-06,Standard,45.98
2351,2351,2025-04-30,Second Class,47.89
2352,2352,2026-03-05,Same Day,45.9
2353,2353,2026-03-09,First Class,16.09
2354,2354,2025-05-18,First Class,31.97
2355,2355,2025-04-05,First Class,48.93
2356,2356,2025-06-11,Second Class,17.16
2357,2357,2026-05-07,Standard,33.5
2358,2358,2025-06-12,Same Day,17.53
2359,2359,2025-09-26,Second Class,16.77
2360,2360,2024-07-04,Standard,6.83
2361,2361,2026-04-14,Same Day,9.62
2362,2362,2024-10-14,Same Day,30.27
2363,2363,2025-12-18,Second Class,25.66
2364,2364,2025-03-04,Same Day,11.03
2365,2365,2026-02-01,First Class,46.84
2366,2366,2025-07-22,Standard,29.16
2367,2367,2024-11-27,Same Day,32.4
2368,2368,2025-09-02,Second Class,35.35
2369,2369,2024-06-26,First Class,48.11
2370,2370,2025-01-01,Standard,41.6
2371,2371,2026-03-20,Second Class,35.78
2372,2372,2026-05-04,Same Day,23.68
2373,2373,2024-08-12,First Class,20.25
2374,2374,2025-09-09,Same Day,14.65
2375,2375,2025-07-08,First Class,35.11
2376,2376,2024-10-15,Same Day,38.44
2377,2377,2025-06-11,First Class,8.55
2378,2378,2026-03-03,Standard,18.2
2379,2379,2025-11-30,Same Day,45.48
2380,2380,2025-04-26,Standard,6.53
2381,2381,2025-07-14,Second Class,33.9
2382,2382,2024-10-26,First Class,14.87
2383,2383,2024-07-04,First Class,46.09
2384,2384,2025-10-11,Same Day,10.37
2385,2385,2025-03-30,Second Class,17.18
2386,2386,2024-11-17,Second Class,13.32
2387,2387,2025-08-15,Same Day,26.46
2388,2388,2025-10-18,Same Day,36.5
2389,2389,2024-07-12,Same Day,39.35
2390,2390,2025-01-25,Same Day,8.69
2391,2391,2025-12-11,Standard,20.13
2392,2392,2026-02-28,Standard,45.14
2393,2393,2024-11-18,Standard,22.18
2394,2394,2025-10-21,First Class,28.14
2395,2395,2025-04-08,Second Class,20.59
2396,2396,2025-10-16,Standard,30.56
